inv_num,name,desc,warehouse,rating,quantity,price,date_added,date_changed
48224413,Парасолька,"Міні-холодильник - Компактний міні-холодильник ідеально підійде для зберігання напоїв та закусок в автомобілі, на роботі або під час подорожі, забезпечуючи їх прохолоду та свіжість",D,7,11,468,2021-10-23,2022-01-08
74979745,Річний календар,Пазлі для дорослих - Захоплюючі пазлі для дорослих стануть відмінним способом розслабитися після напруженого дня та розвинути логічне мислення та увагу,D,6,17,82,2020-11-25,2022-01-02
01908954,Соковитий апельсин,Туристичний намет - Практичний туристичний намет забезпечить комфортний сон та захист від погодних умов під час кемпінгу або подорожей на природу,A,4,238,1706,2022-08-12,2022-11-24
68678623,Підлоговий вентилятор,Подушка для кормлення - Зручна і м'яка подушка для кормлення допоможе мамі та малюку відчувати зручність та комфорт під час годування,B,2,7,1889,2024-02-15,2024-02-22
40776903,Миска для собаки,Музичний програвач - Стильний та потужний музичний програвач допоможе насолоджуватися улюбленою музикою з максимальним комфортом та якістю звуку,A,7,494,842,2022-05-21,2023-02-24
29342471,Настільна лампа,Подушка-антистрес - М'яка та приємна на дотик подушка-антистрес допоможе зняти напругу і стрес після важкого дня та забезпечить відчуття затишку і спокою,D,10,278,66,2022-12-19,2024-04-05
79156011,Антивірусне програмне забезпечення,"Похідні туфлі - Зручні та надійні похідні туфлі забезпечать комфортний рух під час активного відпочинку на природі, дозволяючи насолоджуватися красою навколишнього світу",C,10,242,310,2020-02-28,2021-01-16
03639610,Спортивна куртка,"Комп'ютерна миша - Сучасна та ергономічна комп'ютерна миша забезпечить точність та зручність в роботі з комп'ютером, допомагаючи зробити робочий процес більш продуктивним і комфортним",C,7,537,688,2022-07-30,2022-08-09
83829307,Тостер для гриля,"Термос - Надійний термос забезпечить збереження температури напою протягом тривалого часу, дозволяючи насолоджуватися гарячим чи холодним напоєм в будь-який момент",C,8,129,270,2021-07-11,2023-03-01
56166910,Килим для ванної кімнати,"Парасолька для дитини - Кольорова та яскрава парасолька для дитини забезпечить захист від дощу та сонця, забезпечуючи комфорт та безпеку малюку під час прогулянок",B,1,617,155,2023-02-21,2023-12-26
74278169,Збірна модель корабля,"Електрична зубна щітка - Ефективна електрична зубна щітка допоможе зберегти здоров'я та красу вашого посмішки, забезпечуючи ефективне видалення зубного нальоту та масаж ясен",D,3,146,3200,2022-01-10,2022-01-27
21589126,Дитячий тримач для пляшки,"Косметичний набір - Стильний косметичний набір дозволить зберігати косметику організовано та зручно, забезпечуючи зовнішню привабливість та доглянутість",C,4,1,130,2021-07-09,2022-08-20
21279317,Миска для котів,"Дитячий візок-трансформер - Функціональний дитячий візок-трансформер забезпечить комфорт та безпеку малюка під час прогулянок, а також забезпечить зручність для батьків",A,1,38,131,2021-11-07,2021-12-27
80020387,Комплект для манікюру,"Похідний рюкзак - Практичний похідний рюкзак забезпечить комфортне перенесення необхідних речей під час активного відпочинку на природі, забезпечуючи зручність та надійність",D,9,43,334,2021-08-30,2023-02-12
84246448,Груповий відеочат,"Плеєр - Компактний і стильний плеєр дозволить насолоджуватися улюбленою музикою чи аудіокнигами в будь-якому місці та часі, забезпечуючи відмінну якість звуку і зручність у використанні",B,6,28,924,2023-08-26,2024-04-13
03197943,Фітнес-група,"Дитяча ліжечко-манеж - Практичне та безпечне дитяче ліжечко-манеж забезпечить комфортний сон та безпеку малюка в будь-який час доби, дозволяючи батькам бути впевненими у його благополуччі",D,10,738,2874,2021-11-13,2023-10-21
08974747,Крісло-гойдалка,"Магнітні конструктори - Захоплюючі магнітні конструктори допоможуть розвивати логіку та творчі здібності у дітей, сприяючи розвитку уяви та технічного мислення",A,2,150,74,2024-02-14,2024-03-23
92663855,Навушники з шумозаглушенням,"Солодощі - Ніжні та смачні солодощі стануть відмінним додатком до чаю або кави, а також даруватимуть радість та задоволення в будь-який момент",C,6,1,347,2021-11-21,2024-02-27
02326993,Спортивна сумка,"Камера для відеонагляду - Надійна камера для відеонагляду забезпечить контроль та безпеку в приміщенні або на вулиці, допомагаючи захистити майно та зберегти спокій думки",D,5,7,46,2021-09-15,2023-05-06
77378934,Чайна ложка,"Серветки для чищення окулярів - М'які та безпечні серветки для чищення окулярів допоможуть зберегти чистоту та прозорість лінз, забезпечуючи комфорт та чіткість зору",A,8,1,1587,2021-08-30,2022-09-13
30590267,Книжкова полиця,"Настільний вентилятор - Компактний та потужний настільний вентилятор забезпечить комфортне охолодження в приміщенні під час спекотного літа, забезпечуючи свіжість та затишок",B,1,137,1438,2023-05-18,2023-07-12
99321444,Робочий стіл,"Ароматичні свічки - Вишукані ароматичні свічки створять атмосферу затишку та романтики в будь-якому приміщенні, доповнивши його неповторним ароматом та красою",C,8,5,653,2020-03-27,2023-10-05
20809553,Ароматизована свічка,"Іграшковий конструктор - Креативний іграшковий конструктор стане чудовим засобом для розвитку творчих та інженерних навичок у дітей, допомагаючи реалізувати їхні ідеї та фантазії",D,8,260,3373,2023-09-17,2023-10-13
02430713,Спортивні кросівки,"Настільний кульок - Захоплюючий настільний кульок стане відмінним способом для проведення часу з друзями або родиною, дозволяючи насолоджуватися активними іграми та змаганнями",D,9,24,195,2021-08-21,2021-10-01
23273269,Відбивний м'яч,"Похідний котелок - Практичний похідний котелок забезпечить можливість приготування смачної їжі під час кемпінгу або подорожей на природу, забезпечуючи зручність та надійність",A,7,39,1264,2020-11-29,2022-04-02
52258855,Веселка,"Фотокамера - Сучасна фотокамера забезпечить можливість зафіксувати найяскравіші моменти життя з високою якістю та деталізацією, даруючи незабутні спогади та враження",D,7,169,1174,2021-07-27,2023-01-10
60156150,Смартфон з камерою,"Кухонний таймер - Практичний кухонний таймер допоможе контролювати час приготування страв та забезпечить їхню точність та смак, допомагаючи зробити кулінарні експерименти ще вдалими",A,7,4,4581,2022-02-21,2023-05-10
69509933,Вечірня сукня,"Захисне скло для смартфона - Надійне та міцне захисне скло для смартфона забезпечить захист екрану від подряпин та пошкоджень, забезпечуючи його надійність та довговічність",D,1,547,1685,2022-03-12,2022-05-26
64254777,Змішувач для ванни,"Лампа-ліхтарик - Практична та мобільна лампа-ліхтарик забезпечить освітлення в будь-який час доби та в будь-якому місці, забезпечуючи комфорт та безпеку",B,8,3,474,2021-07-16,2022-03-20
44733865,Підставка під ноутбук,"Набір для малювання - Творчий набір для малювання стане чудовим способом для виявлення та розвитку художніх здібностей у дітей та дорослих, даруючи радість та задоволення від творчості",C,2,16,78,2022-03-04,2022-08-14
21543388,Подушка для ванни,"Дитяча каретка - Комфортна та безпечна дитяча каретка забезпечить зручність та безпеку малюку під час прогулянок та відпочинку на свіжому повітрі, дозволяючи батькам насолоджуватися часом з дитиною",A,5,20,939,2023-10-07,2023-12-07
99413897,Іграшкова кухня,"Книга-подарунок - Цікава та захоплююча книга-подарунок стане відмінним варіантом для подарунка близькій людині, допомагаючи дарувати знання та враження",A,1,1,181,2020-08-11,2021-03-02
44644024,Цифровий фоторамка,"Гаманець для паспорта - Практичний гаманець для паспорта забезпечить безпеку та зручність під час подорожей, зберігаючи важливі документи організовано та безпечно",D,3,68,4334,2021-11-22,2022-04-30
29347698,Сертифікат на масаж,"Подушка для ванни - Затишна та м'яка подушка для ванни забезпечить комфорт та розслаблення під час водних процедур, дозволяючи відпочивати та насолоджуватися моментом",B,5,224,118,2022-01-13,2022-05-06
20095208,Дитячі резинки для волосся,"Мобільний банк - Компактний та потужний мобільний банк забезпечить можливість заряджати смартфон або планшет в будь-який момент та в будь-якому місці, забезпечуючи постійну доступність до електронних пристроїв",B,1,90,4846,2023-11-26,2024-04-04
80833437,Картридж для факсу,"Кульковий механізм - Захоплюючий кульковий механізм допоможе відпочити та розслабитися, забезпечуючи антистресовий ефект та позитивні емоції",D,7,1,1610,2022-04-03,2024-02-14
05780020,Спортивний пуловер,"Літературний журнал - Інтелектуальний літературний журнал стане відмінним джерелом нових знань та ідей, допомагаючи розвивати мислення та креативність",D,2,30,379,2022-10-14,2023-05-31
08722898,Табуретка для кухні,"Антивірусне програмне забезпечення - Надійне антивірусне програмне забезпечення забезпечить захист персонального комп'ютера від шкідливих програм та вірусів, забезпечуючи безпеку та конфіденційність даних",B,9,818,741,2020-04-05,2021-05-31
10024157,Матча чай,"Велосипедний шолом - Безпечний та стильний велосипедний шолом забезпечить захист голови під час катання на велосипеді, допомагаючи запобігти травмам та зберегти здоров'я",C,5,91,5866,2022-10-15,2022-10-16
21152412,Погруддя з пінопласту,"Термокружка - Практична термокружка забезпечить збереження температури напою протягом тривалого часу, дозволяючи насолоджуватися гарячим чи холодним напоєм у будь-який момент",B,5,18,4547,2021-01-06,2021-04-11
20083670,Автомобільний холодильник,"Антивандальний замок - Надійний антивандальний замок забезпечить безпеку та захист ваших особистих речей та майна в будь-якому місці, забезпечуючи спокій думки та відчуття безпеки",C,3,171,695,2020-11-30,2021-11-28
09926066,Мікрохвильова піч,"Спальний балдахін - Затишний та романтичний спальний балдахін створить атмосферу казкового сну та розкішного відпочинку, доповнюючи інтер'єр спальні та даруючи відчуття затишку та комфорту",D,4,110,136,2022-11-13,2023-01-19
05671908,Чохол для смартфона,"Картридж для принтера - Надійний картридж для принтера забезпечить високу якість друку та довготривалу роботу принтера, дозволяючи друкувати документи та фотографії з відмінною якістю",A,3,380,4896,2020-07-24,2023-07-31
52013416,Гімнастичний килимок,"Керамічна сковорода - Функціональна та практична керамічна сковорода забезпечить можливість приготування смачних та корисних страв з мінімальною кількістю жиру, зберігаючи смак та корисні властивості продуктів",C,10,34,232,2020-10-26,2022-04-03
80972419,Портативний DVD-плеєр,"Подарунковий сертифікат - Оригінальний та креативний подарунковий сертифікат стане відмінним варіантом для подарунка близькій людині, даруючи можливість вибору та враження",D,9,9,2984,2022-03-22,2023-02-18
62173490,Кришка для горщика,"Водний пістолет - Розважальний водний пістолет стане відмінним способом для проведення часу на свіжому повітрі та активного відпочинку з друзями, даруючи веселі емоції та позитивний настрій",D,4,200,62,2020-04-09,2023-12-16
62453172,Комплект для вина,"Косметичний зеркальце - Компактне та стильне косметичне зеркальце забезпечить можливість перевірити свій вигляд у будь-який момент та в будь-якому місці, забезпечуючи впевненість та привабливий зовнішній вигляд",A,5,442,425,2022-04-21,2024-02-29
69856136,Чашка для кави з ложкою,"Столик для ноутбука - Практичний та зручний столик для ноутбука забезпечить комфорт та зручність під час роботи з комп'ютером вдома або в офісі, допомагаючи підтримувати правильну позу та забезпечувати оптимальні умови для роботи",B,1,710,272,2023-08-13,2023-09-23
86018272,Боксерські перчатки,"Дитячі граблі - Колоритні та яскраві дитячі граблі стануть відмінним інструментом для розвитку моторики та творчих здібностей у дітей, допомагаючи розвивати у них інтерес до природи та садового господарства",D,5,576,723,2022-07-06,2022-07-30
28191858,Годинник-будильник,"Мікрофон - Професійний мікрофон забезпечить чистий та ясний звук під час запису аудіо або відео матеріалів, дозволяючи зробити роботу більш професійною та високоякісною",A,6,789,304,2023-07-21,2023-09-09
11147756,Комп'ютерний кабель HDMI,"Подарунковий бокс - Елегантний та стильний подарунковий бокс стане ідеальним варіантом для презентації подарунка, даруючи враження та незабутні емоції",A,2,124,949,2020-06-20,2022-06-05
85374287,Термос для їжі,"Термокружка для автомобіля - Практична та зручна термокружка для автомобіля забезпечить можливість насолоджуватися гарячим чи холодним напоєм під час подорожей, забезпечуючи комфорт та затишок під час поїздок",C,2,43,271,2022-04-28,2022-05-10
77770462,Комплект для вишивання,"Комплект засобів для макіяжу - Стильний та компактний комплект засобів для макіяжу забезпечить можливість створювати неповторний образ та підкреслити природну красу, допомагаючи виглядати зачаровуюче в будь-якій ситуації",B,6,35,102,2020-03-17,2021-06-20
06981426,М'який плед,"Колготи - Стильні та комфортні колготи стануть невід'ємною частиною жіночого гардеробу, даруючи затишок та комфорт у будь-яку пору року",D,6,1,1478,2021-12-15,2024-02-25
21921780,Рюкзак-кенгуру для дитини,"Відеокамера - Сучасна відеокамера забезпечить можливість запису відео високої якості та деталізації, дозволяючи зафіксувати найяскравіші моменти життя з вражаючими деталями та емоціями",C,3,88,3303,2022-08-06,2022-09-24
43966486,Гриль-барбекю,"Магнітна дошка - Практична та функціональна магнітна дошка стане відмінним способом для організації робочого простору та планування робочих завдань, допомагаючи підтримувати порядок та ефективність в роботі",B,2,37,1075,2021-05-06,2021-10-25
34688083,Комп'ютерний коврик,"Дитячий намет - Затишний та яскравий дитячий намет стане відмінним місцем для гри та творчості для дітей, допомагаючи розвивати уяву та фантазію",C,9,2,162,2023-05-30,2024-01-22
75159993,Журнальний столик,"Косметичний засіб - Якісний та ефективний косметичний засіб допоможе зберегти молодість та красу шкіри, забезпечуючи доглянутий та свіжий вигляд",C,1,152,153,2022-10-01,2023-01-22
98557387,Пульт дистанційного управління,"Пазлі для дітей - Захоплюючі пазлі для дітей стануть чудовим способом для розвитку моторики та логічного мислення, допомагаючи розвивати у них терпіння та увагу",A,5,100,3046,2020-03-01,2020-11-02
85691247,Склянка для пива,"Набір інструментів - Практичний та функціональний набір інструментів забезпечить можливість виконання різноманітних ремонтних робіт та творчих проектів, даруючи впевненість та незалежність",C,1,1,1454,2023-11-23,2024-04-12
28359401,Намет для кемпінгу,"Дитячі гумові чоботи - Зручні та практичні дитячі гумові чоботи забезпечать захист від дощу та бруду під час прогулянок, допомагаючи зберегти комфорт та здоров'я малюка",A,2,507,97,2022-10-02,2022-11-23
22973993,Дитячий настільний футбол,"Столик для книг - Функціональний та стильний столик для книг стане відмінним доповненням до інтер'єру кімнати, даруючи комфорт та зручність під час читання",B,2,70,221,2023-07-17,2023-12-12
51339395,Фотоальбом,"Весільні кольца - Елегантні та вишукані весільні кольца стануть символом кохання та вірності, даруючи парі щастя та довгі роки спільного життя",D,10,3,164,2021-02-16,2023-06-04
27906842,Моторний човен,"Нічна лампа - М'яка та приємна нічна лампа забезпечить комфорт та затишок під час сну, допомагаючи створити атмосферу спокою та релаксації",B,10,166,302,2022-02-23,2023-10-19
23948587,Велосипедний дзвіночок,"Медичний аптечка - Практична медична аптечка забезпечить можливість надати першу допомогу в разі невідкладних потреб, забезпечуючи безпеку та здоров'я в будь-яких ситуаціях",A,2,234,520,2023-06-15,2023-12-02
28616498,Цифровий вагонетка,"Чайник - Функціональний та елегантний чайник забезпечить можливість швидко та зручно заварювати улюблені напої, даруючи затишок та задоволення в будь-який момент",A,2,79,5931,2023-02-19,2024-03-13
60109750,Вітамінні добавки,"Коробка для іграшок - Практична та компактна коробка для іграшок забезпечить порядок та організованість в дитячій кімнаті, допомагаючи зберегти місце та розумно використовувати простір",A,8,251,2729,2021-05-28,2023-06-20
91866783,Міні-холодильник,"Дитячий стілець - Зручний та практичний дитячий стілець забезпечить правильне положення тіла та комфорт під час занять або їжі, допомагаючи розвивати правильні постави та звички",A,1,11,2135,2023-06-02,2023-08-18
01744910,Мотузка для скакалки,"Класична книга - Класична книга стане незамінним джерелом нових знань та вражень, допомагаючи розширити світогляд та розвинути літературний смак",D,1,549,113,2021-02-18,2022-02-19
24843171,Пластикова тарілка,"Антивірусна маска - Надійна та ефективна антивірусна маска забезпечить захист від вірусів та бактерій в умовах забрудненого повітря, забезпечуючи безпеку та здоров'я",D,6,1,567,2020-02-02,2020-10-17
73721253,Дитяча канцелярія,"Подарункова коробка - Стильна та оригінальна подарункова коробка стане ідеальним доповненням до подарунка, допомагаючи створити незабутнє враження",D,3,5,57,2023-07-11,2023-07-23
31242776,Спортивна бутербродниця,"Шахи - Класична гра в шахи стане відмінним способом для розвитку логічного мислення та стратегічних навичок, допомагаючи розвивати уважність та концентрацію",B,4,158,132,2024-03-10,2024-03-18
71876948,Магнітна дошка для записів,"Стілець-шезлонг - Зручний та функціональний стілець-шезлонг забезпечить можливість насолоджуватися відпочинком та релаксацією вдома або на природі, даруючи затишок та комфорт",A,1,275,1009,2021-11-02,2024-03-19
19656922,Ігрова куля,"Сковорода-гриль - Практична та функціональна сковорода-гриль забезпечить можливість приготування смачних страв з ефектом смаження на грилі, даруючи аромат та смак барбекю в будь-який час року",A,1,1,530,2023-11-01,2023-11-15
51294861,Ручний фонарик,"Пластикові пазли - Яскраві та захоплюючі пластикові пазли стануть відмінним засобом для розвитку творчих та моторних навичок у дітей, допомагаючи розвивати уяву та логіку",B,7,21,4302,2020-01-05,2023-11-10
20961688,Кухонний таймер,"Підставка для ноутбука - Практична та зручна підставка для ноутбука забезпечить правильне положення пристрою та комфорт під час роботи, допомагаючи запобігти перенапруженню та дискомфорту",C,8,103,4463,2022-10-07,2023-12-05
18051148,Накидка для крісла,"Косметична сумочка - Стильна та компактна косметична сумочка забезпечить можливість носити косметику та аксесуари організовано та зручно, допомагаючи підтримувати свіжий та доглянутий вигляд у будь-яку мить",A,4,482,1349,2022-09-27,2023-04-07
10079584,Штанга для вправ,"Годинник - Елегантний та стильний годинник стане відмінним аксесуаром та вірним помічником у вимірюванні часу, допомагаючи підтримувати пунктуальність та організованість",A,6,10,443,2020-02-24,2023-05-06
74205233,Пластиковий контейнер для зберігання їжі,"Рюкзак-хамелеон - Практичний та стильний рюкзак-хамелеон забезпечить комфортне перенесення особистих речей та змінювати свій колір під впливом ультрафіолетового випромінювання, даруючи неповторний вигляд та стиль",C,3,3,4930,2022-04-16,2022-06-07
56324785,Велосипедний замок,"Інтерактивна іграшка - Інтерактивна іграшка стане відмінним засобом для розвитку та розваги у дітей, допомагаючи розвивати у них творчість та уяву",D,6,8,1933,2021-06-14,2023-05-20
72536292,Чоловічий гаманець,"Чай - Смачний та ароматний чай стане відмінним способом для розслаблення та насолоди, даруючи приємні відчуття та емоції",D,10,1,400,2022-02-27,2022-12-09
66671060,Кулькова ручка,"Кухонні ваги - Практичні та функціональні кухонні ваги забезпечать точність та відмінну якість приготування страв, допомагаючи досягти чудового смаку та текстури",C,1,2,890,2022-10-20,2023-10-03
82153298,Пляшка для води з фільтром,"Портфоліо - Елегантне та стильне портфоліо стане невід'ємною частиною бізнес-образу та допоможе створити професійне враження, даруючи впевненість та авторитет",B,3,73,157,2020-08-01,2022-12-07
26494227,Жіночий платок,"Музичний плеєр - Компактний та стильний музичний плеєр забезпечить можливість насолоджуватися улюбленою музикою в будь-який момент та в будь-якому місці, даруючи радість та задоволення",A,6,19,2802,2020-04-30,2023-04-30
34129456,Сонячні окуляри,"Коврик для йоги - Функціональний та зручний коврик для йоги забезпечить комфорт та підтримку під час виконання асан та розтяжок, допомагаючи досягти гармонії та рівноваги",D,7,1,1057,2022-05-12,2022-12-12
09047426,Книга рецептів,Підставка для горщика - Практична та функціональна підставка для горщика забезпечить можливість правильно організувати простір у ванній кімнаті та забезпечити комфорт рослинам,B,7,3,432,2021-02-08,2021-10-15
39983572,Відеореєстратор для автомобіля,"Навушники - Комфортні та якісні навушники забезпечать чистий та ясний звук під час прослуховування музики чи перегляду відео, даруючи відмінне звукове занурення",B,2,57,154,2024-02-24,2024-04-06
94939620,Комплект для пікніка,"Сувенірна кружка - Оригінальна та стильна сувенірна кружка стане чудовим способом для збереження приємних спогадів та вражень, даруючи радість та задоволення від використання",B,1,738,117,2022-12-24,2024-01-27
